municipality code,year,gender,age,ethnicity,education,income,income observations,weighted_inc_mun
101,1992,Women,30-39,Non-western immigrants and descendants,Higher education,144561.39,214.0,178.6955872737145
101,1992,Women,30-39,Non-western immigrants and descendants,No higher education,128943.498,643.0,478.9146914545812
101,1992,Women,40-49,Danish,Higher education,210025.73,6742.0,8179.165395848015
101,1992,Women,40-49,Danish,No higher education,182265.156,15608.0,16432.311057219762
101,1992,Women,40-49,Immigrants and descendants,Higher education,186357.46,641.0,690.0054982035789
101,1992,Women,40-49,Immigrants and descendants,No higher education,158054.702,991.0,904.750463153152
101,1992,Women,40-49,Non-western immigrants and descendants,Higher education,185677.722,14453.0,15501.207911565254
101,1992,Women,40-49,Non-western immigrants and descendants,No higher education,142407.935,455.0,374.2771596042097
101,1992,Women,50-59,Danish,Higher education,171547.54,645.0,639.1340401566525
101,1992,Women,50-59,Danish,No higher education,239377.284,2451.0,3389.018860017791
101,1992,Women,50-59,Immigrants and descendants,Higher education,145671.458,168.0,141.36161171890345
101,1992,Women,50-59,Immigrants and descendants,No higher education,209826.445,237.0,287.2475333290974
101,1992,Women,50-59,Non-western immigrants and descendants,Higher education,169319.101,169.0,165.28764726031352
101,1992,Women,50-59,Non-western immigrants and descendants,No higher education,182036.402,50.0,52.57460114832315
101,1992,Women,60-65,Danish,Higher education,228333.604,995.0,1312.322731830732
101,1992,Women,60-65,Danish,No higher education,159442.945,10054.0,9259.593633564771
101,1992,Women,60-65,Immigrants and descendants,Higher education,204638.198,94.0,111.11234049976316
101,1992,Women,60-65,Immigrants and descendants,No higher education,153505.67,398.0,352.9029046568316
101,1992,Women,60-65,Non-western immigrants and descendants,Higher education,,,
101,1992,Women,60-65,Non-western immigrants and descendants,No higher education,,,
101,1993,Men,30-39,Danish,Higher education,217609.347,9654.0,11950.082685457173
101,1993,Men,30-39,Danish,No higher education,170643.742,22268.0,21615.11989246749
101,1993,Men,30-39,Immigrants and descendants,Higher education,157932.607,862.0,774.3996361392051
101,1993,Men,30-39,Immigrants and descendants,No higher education,138101.454,1636.0,1285.1908368923423
101,1993,Men,30-39,Non-western immigrants and descendants,Higher education,137571.871,486.0,380.32246843536336
101,1993,Men,30-39,Non-western immigrants and descendants,No higher education,125781.292,1092.0,781.3124771840407
101,1993,Men,40-49,Danish,Higher education,227296.134,6140.0,7938.646985517469
101,1993,Men,40-49,Danish,No higher education,177358.729,17215.0,17367.834217311913
101,1993,Men,40-49,Immigrants and descendants,Higher education,188893.398,655.0,703.7917137282562
101,1993,Men,40-49,Immigrants and descendants,No higher education,147654.112,1415.0,1188.4695416330107
101,1993,Men,40-49,Non-western immigrants and descendants,Higher education,154632.022,241.0,211.98373873422906
101,1993,Men,40-49,Non-western immigrants and descendants,No higher education,134268.662,873.0,666.7683473418356
101,1993,Men,50-59,Danish,Higher education,259894.27,2534.0,3746.186419526957
101,1993,Men,50-59,Danish,No higher education,188173.624,13298.0,14234.137202653044
101,1993,Men,50-59,Immigrants and descendants,Higher education,203094.738,277.0,320.0107078920125
101,1993,Men,50-59,Immigrants and descendants,No higher education,148175.666,1078.0,908.6188008282234
101,1993,Men,50-59,Non-western immigrants and descendants,Higher education,160478.897,110.0,100.41455915311892
101,1993,Men,50-59,Non-western immigrants and descendants,No higher education,132248.475,635.0,477.6947497980637
101,1993,Men,60-65,Danish,Higher education,246806.696,912.0,1280.3769482701737
101,1993,Men,60-65,Danish,No higher education,172141.272,7332.0,7179.488994778097
101,1993,Men,60-65,Immigrants and descendants,Higher education,222168.45,63.0,79.61758580871228
101,1993,Men,60-65,Immigrants and descendants,No higher education,137873.608,394.0,309.00352422666924
101,1993,Men,60-65,Non-western immigrants and descendants,Higher education,,,
101,1993,Men,60-65,Non-western immigrants and descendants,No higher education,119242.113,195.0,132.26664714615637
101,1993,Women,30-39,Danish,Higher education,201145.082,11045.0,12637.501170036065
101,1993,Women,30-39,Danish,No higher education,166412.605,18294.0,17317.331231697746
101,1993,Women,30-39,Immigrants and descendants,Higher education,138751.429,1236.0,975.5330905015985
101,1993,Women,30-39,Immigrants and descendants,No higher education,168873.122,732.0,703.1657089614216
101,1993,Women,30-39,Non-western immigrants and descendants,Higher education,145642.351,244.0,202.14526697687117
101,1993,Women,30-39,Non-western immigrants and descendants,No higher education,127683.584,744.0,540.3735338058453
101,1993,Women,40-49,Danish,Higher education,214117.59,7198.0,8766.984907791897
101,1993,Women,40-49,Danish,No higher education,184021.381,15228.0,15940.326908542758
101,1993,Women,40-49,Immigrants and descendants,Higher education,189442.394,693.0,746.7865336465716
101,1993,Women,40-49,Immigrants and descendants,No higher education,157425.639,978.0,875.7908220912637
101,1993,Women,40-49,Non-western immigrants and descendants,Higher education,188447.924,14394.0,15429.751294417458
101,1993,Women,40-49,Non-western immigrants and descendants,No higher education,141723.469,472.0,380.5133014482532
101,1993,Women,50-59,Danish,Higher education,171519.759,678.0,661.500111502975
101,1993,Women,50-59,Danish,No higher education,242254.891,2772.0,3819.898735207454
101,1993,Women,50-59,Immigrants and descendants,Higher education,144520.068,189.0,155.37317177669826
101,1993,Women,50-59,Immigrants and descendants,No higher education,212326.652,268.0,323.6870882262597
101,1993,Women,50-59,Non-western immigrants and descendants,Higher education,171887.679,192.0,187.72929366659463
101,1993,Women,50-59,Non-western immigrants and descendants,No higher education,181241.44,58.0,59.79592213790828
101,1993,Women,60-65,Danish,Higher education,234772.612,987.0,1318.1069639245043
101,1993,Women,60-65,Danish,No higher education,161638.583,9502.0,8736.67399894197
101,1993,Women,60-65,Immigrants and descendants,Higher education,214115.465,93.0,113.27056192334383
101,1993,Women,60-65,Immigrants and descendants,No higher education,157239.647,379.0,338.9903537753558
101,1993,Women,60-65,Non-western immigrants and descendants,Higher education,,,
101,1993,Women,60-65,Non-western immigrants and descendants,No higher education,137263.445,57.0,44.505718864833504
101,1994,Men,30-39,Danish,Higher education,223325.021,10042.0,12548.427471670453
101,1994,Men,30-39,Danish,No higher education,176215.81,22864.0,22543.886345191866
101,1994,Men,30-39,Immigrants and descendants,Higher education,158750.705,987.0,876.727278925458
101,1994,Men,30-39,Immigrants and descendants,No higher education,142645.595,1781.0,1421.5233199509842
101,1994,Men,30-39,Non-western immigrants and descendants,Higher education,140491.546,594.0,466.94780785371364
101,1994,Men,30-39,Non-western immigrants and descendants,No higher education,132419.417,1219.0,903.2065562674156
101,1994,Men,40-49,Danish,Higher education,234780.19,6255.0,8217.13587019774
101,1994,Men,40-49,Danish,No higher education,184002.906,16971.0,17472.852861636766
101,1994,Men,40-49,Immigrants and descendants,Higher education,190846.329,652.0,696.2466372049821
101,1994,Men,40-49,Immigrants and descendants,No higher education,152740.777,1382.0,1181.1219564565404
101,1994,Men,40-49,Non-western immigrants and descendants,Higher education,157637.075,258.0,227.56725875401472
101,1994,Men,40-49,Non-western immigrants and descendants,No higher education,138765.373,873.0,677.839784627178
101,1994,Men,50-59,Danish,Higher education,270206.062,2885.0,4361.868915666021
101,1994,Men,50-59,Danish,No higher education,193312.213,13699.0,14817.668090998108
101,1994,Men,50-59,Immigrants and descendants,Higher education,207692.002,332.0,385.8242855448248
101,1994,Men,50-59,Immigrants and descendants,No higher education,158126.955,1143.0,1011.3089311932765
101,1994,Men,50-59,Non-western immigrants and descendants,Higher education,169119.252,125.0,118.2863869336049
101,1994,Men,50-59,Non-western immigrants and descendants,No higher education,143221.539,672.0,538.5292707393771
101,1994,Men,60-65,Danish,Higher education,259746.369,846.0,1229.565170682304
101,1994,Men,60-65,Danish,No higher education,177235.824,6966.0,6908.228326100337
101,1994,Men,60-65,Immigrants and descendants,Higher education,232498.822,68.0,88.46294103559798
101,1994,Men,60-65,Immigrants and descendants,No higher education,141342.151,402.0,317.9284946228136
101,1994,Men,60-65,Non-western immigrants and descendants,Higher education,,,
101,1994,Men,60-65,Non-western immigrants and descendants,No higher education,125867.88,212.0,149.30779529761972
101,1994,Women,30-39,Danish,Higher education,208290.784,11431.0,13322.507816246825
101,1994,Women,30-39,Danish,No higher education,172743.795,18823.0,18193.782681570967
101,1994,Women,30-39,Immigrants and descendants,Higher education,144781.452,1318.0,1067.7265509685649
101,1994,Women,30-39,Immigrants and descendants,No higher education,172282.729,746.0,719.1380601506283
101,1994,Women,30-39,Non-western immigrants and descendants,Higher education,149462.284,273.0,228.31054248592758
101,1994,Women,30-39,Non-western immigrants and descendants,No higher education,134151.851,841.0,631.283400054835
101,1994,Women,40-49,Danish,Higher education,221508.546,7514.0,9313.081025100997
101,1994,Women,40-49,Danish,No higher education,190378.658,14754.0,15716.641413467027
101,1994,Women,40-49,Immigrants and descendants,Higher education,193240.355,701.0,757.9622022124241
101,1994,Women,40-49,Immigrants and descendants,No higher education,163490.868,994.0,909.3092066383912
101,1994,Women,40-49,Non-western immigrants and descendants,Higher education,194171.678,14480.0,15732.080134289778
101,1994,Women,40-49,Non-western immigrants and descendants,No higher education,149206.027,513.0,428.28753595608725
101,1994,Women,50-59,Danish,Higher education,179480.072,697.0,699.9720799471793
101,1994,Women,50-59,Danish,No higher education,250362.422,3108.0,4353.934173256191
101,1994,Women,50-59,Immigrants and descendants,Higher education,151806.908,208.0,176.67966776709676
101,1994,Women,50-59,Immigrants and descendants,No higher education,229851.024,341.0,438.5635424747368
101,1994,Women,50-59,Non-western immigrants and descendants,Higher education,182398.23,201.0,205.1390695397218
101,1994,Women,50-59,Non-western immigrants and descendants,No higher education,193769.119,69.0,74.8109827269777
101,1994,Women,60-65,Danish,Higher education,240102.056,991.0,1331.3775752638235
101,1994,Women,60-65,Danish,No higher education,167739.652,8986.0,8434.005040745755
101,1994,Women,60-65,Immigrants and descendants,Higher education,223367.689,83.0,103.73615521100281
101,1994,Women,60-65,Immigrants and descendants,No higher education,158682.444,362.0,321.41723121342
101,1994,Women,60-65,Non-western immigrants and descendants,Higher education,,,
101,1994,Women,60-65,Non-western immigrants and descendants,No higher education,136594.444,56.0,42.80088667062075
101,1995,Men,30-39,Danish,Higher education,227131.284,10541.0,13129.861553214478
101,1995,Men,30-39,Danish,No higher education,179533.601,23344.0,22983.829631109915
101,1995,Men,30-39,Immigrants and descendants,Higher education,164368.869,1100.0,991.5477408457501
101,1995,Men,30-39,Immigrants and descendants,No higher education,145106.799,1955.0,1555.7359980970348
101,1995,Men,30-39,Non-western immigrants and descendants,Higher education,147018.433,669.0,539.385521434408
101,1995,Men,30-39,Non-western immigrants and descendants,No higher education,135294.316,1355.0,1005.3568097089614
101,1995,Men,40-49,Danish,Higher education,242171.081,6315.0,8386.81402224879
101,1995,Men,40-49,Danish,No higher education,187091.862,16803.0,17240.231850186734
101,1995,Men,40-49,Immigrants and descendants,Higher education,190980.057,723.0,757.2297938052175
101,1995,Men,40-49,Immigrants and descendants,No higher education,153899.178,1357.0,1145.2954232644354
101,1995,Men,40-49,Non-western immigrants and descendants,Higher education,158970.484,299.0,260.66880571657333
101,1995,Men,40-49,Non-western immigrants and descendants,No higher education,140270.531,842.0,647.708967528942
101,1995,Men,50-59,Danish,Higher education,276151.593,3249.0,4920.37996598244
101,1995,Men,50-59,Danish,No higher education,197825.73,13919.0,15100.529955908243
101,1995,Men,50-59,Immigrants and descendants,Higher education,208654.532,383.0,438.2561037801554
101,1995,Men,50-59,Immigrants and descendants,No higher education,160225.854,1219.0,1071.1188888547658
101,1995,Men,50-59,Non-western immigrants and descendants,Higher education,173343.39,152.0,144.4948108825481
101,1995,Men,50-59,Non-western immigrants and descendants,No higher education,145245.955,757.0,602.9777727903393
101,1995,Men,60-65,Danish,Higher education,266792.171,890.0,1302.1603436853911
101,1995,Men,60-65,Danish,No higher education,180887.161,6757.0,6702.904609765996
101,1995,Men,60-65,Immigrants and descendants,Higher education,233576.89,63.0,80.69967737335959
101,1995,Men,60-65,Immigrants and descendants,No higher education,144720.304,417.0,330.95343914624317
101,1995,Men,60-65,Non-western immigrants and descendants,Higher education,,,
101,1995,Men,60-65,Non-western immigrants and descendants,No higher education,129046.277,233.0,164.89321206819966
101,1995,Women,30-39,Danish,Higher education,210664.816,11830.0,13667.155331757582
101,1995,Women,30-39,Danish,No higher education,175139.694,19467.0,18697.56246660488
101,1995,Women,30-39,Immigrants and descendants,Higher education,147874.053,1458.0,1182.3631278496493
101,1995,Women,30-39,Immigrants and descendants,No higher education,170338.98,807.0,753.85696973353
101,1995,Women,30-39,Non-western immigrants and descendants,Higher education,148237.65,337.0,273.96166676720753
101,1995,Women,30-39,Non-western immigrants and descendants,No higher education,136885.835,965.0,724.414609371144
101,1995,Women,40-49,Danish,Higher education,226181.649,7773.0,9641.562283322457
101,1995,Women,40-49,Danish,No higher education,194164.749,14219.0,15140.520908109265
101,1995,Women,40-49,Immigrants and descendants,Higher education,189936.673,734.0,764.5506533258018
101,1995,Women,40-49,Immigrants and descendants,No higher education,165096.955,1040.0,941.6158927758613
101,1995,Women,40-49,Non-western immigrants and descendants,Higher education,198314.931,14564.0,15839.353842311637
101,1995,Women,40-49,Non-western immigrants and descendants,No higher education,151568.983,562.0,467.1410467186189
101,1995,Women,50-59,Danish,Higher education,180711.393,730.0,723.452082513011
101,1995,Women,50-59,Danish,No higher education,255700.646,3520.0,4936.008126922845
101,1995,Women,50-59,Immigrants and descendants,Higher education,151711.256,231.0,192.19016565120347
101,1995,Women,50-59,Immigrants and descendants,No higher education,228103.427,402.0,502.87406787059837
101,1995,Women,50-59,Non-western immigrants and descendants,Higher education,172547.012,222.0,210.0689162092055
101,1995,Women,50-59,Non-western immigrants and descendants,No higher education,198286.458,83.0,90.25526065139542
101,1995,Women,60-65,Danish,Higher education,244675.834,1021.0,1369.9925225750903
101,1995,Women,60-65,Danish,No higher education,171335.464,8548.0,8031.804999654505
101,1995,Women,60-65,Immigrants and descendants,Higher education,228417.792,72.0,90.19112474567719
101,1995,Women,60-65,Immigrants and descendants,No higher education,160535.759,359.0,316.05859970824855
101,1995,Women,60-65,Non-western immigrants and descendants,Higher education,,,
101,1995,Women,60-65,Non-western immigrants and descendants,No higher education,142525.053,61.0,47.67848241539483
101,1996,Men,30-39,Danish,Higher education,232315.595,11176.0,13861.072588234665
101,1996,Men,30-39,Danish,No higher education,183040.047,23890.0,23345.02529365287
101,1996,Men,30-39,Immigrants and descendants,Higher education,167251.505,1254.0,1119.6947743616302
101,1996,Men,30-39,Immigrants and descendants,No higher education,145701.073,2169.0,1687.1526660562802
101,1996,Men,30-39,Non-western immigrants and descendants,Higher education,150514.363,794.0,638.0144689476972
101,1996,Men,30-39,Non-western immigrants and descendants,No higher education,135449.549,1567.0,1133.1271363066098
101,1996,Men,40-49,Danish,Higher education,248575.792,6325.0,8393.661328364822
101,1996,Men,40-49,Danish,No higher education,189505.633,16447.0,16639.52393027179
101,1996,Men,40-49,Immigrants and descendants,Higher education,189107.592,782.0,789.4921171728605
101,1996,Men,40-49,Immigrants and descendants,No higher education,154221.197,1400.0,1152.6678650173774
101,1996,Men,40-49,Non-western immigrants and descendants,Higher education,156550.588,360.0,300.8772038246144
101,1996,Men,40-49,Non-western immigrants and descendants,No higher education,139683.294,872.0,650.2689742196217
101,1996,Men,50-59,Danish,Higher education,281967.5,3658.0,5506.48975244644
101,1996,Men,50-59,Danish,No higher education,199573.04,14291.0,15226.376784526436
101,1996,Men,50-59,Immigrants and descendants,Higher education,205252.007,436.0,477.7558154105695
101,1996,Men,50-59,Immigrants and descendants,No higher education,160253.3,1270.0,1086.5326539001564
101,1996,Men,50-59,Non-western immigrants and descendants,Higher education,165496.028,178.0,157.26774427829355
101,1996,Men,50-59,Non-western immigrants and descendants,No higher education,144689.624,802.0,619.5036033163742
101,1996,Men,60-65,Danish,Higher education,270082.9,942.0,1358.2511187157324
101,1996,Men,60-65,Danish,No higher education,181709.239,6553.0,6356.956768441059
101,1996,Men,60-65,Immigrants and descendants,Higher education,227503.574,72.0,87.44858780757342
101,1996,Men,60-65,Immigrants and descendants,No higher education,145013.631,462.0,357.67030329982435
101,1996,Men,60-65,Non-western immigrants and descendants,Higher education,,,
101,1996,Men,60-65,Non-western immigrants and descendants,No higher education,131729.254,270.0,189.87949891358312
101,1996,Women,30-39,Danish,Higher education,216377.487,12521.0,14463.825333676787
101,1996,Women,30-39,Danish,No higher education,178434.292,20124.0,19170.114686156325
101,1996,Women,30-39,Immigrants and descendants,Higher education,147254.88,1653.0,1299.4950518116734
101,1996,Women,30-39,Immigrants and descendants,No higher education,174741.509,901.0,840.5294859886927
101,1996,Women,30-39,Non-western immigrants and descendants,Higher education,150632.614,410.0,329.7121488631328
101,1996,Women,30-39,Non-western immigrants and descendants,No higher education,137465.109,1135.0,832.9528581305088
101,1996,Women,40-49,Danish,Higher education,230633.176,7948.0,9786.146625423757
101,1996,Women,40-49,Danish,No higher education,195399.448,13788.0,14383.238691516339
101,1996,Women,40-49,Immigrants and descendants,Higher education,193344.646,773.0,797.8912908233812
101,1996,Women,40-49,Immigrants and descendants,No higher education,164931.834,1113.0,980.0127660226466
101,1996,Women,40-49,Non-western immigrants and descendants,Higher education,200823.288,14816.0,15884.630725085819
101,1996,Women,40-49,Non-western immigrants and descendants,No higher education,149114.013,616.0,490.37830800852055
101,1996,Women,50-59,Danish,Higher education,181659.508,760.0,737.0616352308703
101,1996,Women,50-59,Danish,No higher education,260759.265,4053.0,5642.199425800665
101,1996,Women,50-59,Immigrants and descendants,Higher education,155716.534,278.0,231.1062043317869
101,1996,Women,50-59,Immigrants and descendants,No higher education,221834.621,462.0,547.1461932807654
101,1996,Women,50-59,Non-western immigrants and descendants,Higher education,170935.87,254.0,231.7922994132815
101,1996,Women,50-59,Non-western immigrants and descendants,No higher education,187035.939,107.0,106.84173267739025
101,1996,Women,60-65,Danish,Higher education,253557.012,1041.0,1409.153926807002
101,1996,Women,60-65,Danish,No higher education,172824.324,8104.0,7477.154931563746
101,1996,Women,60-65,Immigrants and descendants,Higher education,224877.467,77.0,92.44187514481109
101,1996,Women,60-65,Immigrants and descendants,No higher education,163361.404,348.0,303.50145794472354
101,1996,Women,60-65,Non-western immigrants and descendants,Higher education,,,
101,1996,Women,60-65,Non-western immigrants and descendants,No higher education,142933.955,61.0,46.547603503227215
101,1997,Men,30-39,Danish,Higher education,233154.287,12049.0,14597.053877857164
101,1997,Men,30-39,Danish,No higher education,183937.875,24193.0,23122.335142630745
101,1997,Men,30-39,Immigrants and descendants,Higher education,168186.077,1416.0,1237.4398432464732
101,1997,Men,30-39,Immigrants and descendants,No higher education,146208.882,2425.0,1842.2828133849473
101,1997,Men,30-39,Non-western immigrants and descendants,Higher education,151897.756,893.0,704.8125333610454
101,1997,Men,30-39,Non-western immigrants and descendants,No higher education,135982.86,1825.0,1289.4895923722427
101,1997,Men,40-49,Danish,Higher education,253459.089,6400.0,8428.662126730924
101,1997,Men,40-49,Danish,No higher education,189867.55,16045.0,15829.283935205633
101,1997,Men,40-49,Immigrants and descendants,Higher education,189495.469,856.0,842.8366187628277
101,1997,Men,40-49,Immigrants and descendants,No higher education,157189.411,1404.0,1146.73005660544
101,1997,Men,40-49,Non-western immigrants and descendants,Higher education,152529.037,416.0,329.69826396820037
101,1997,Men,40-49,Non-western immigrants and descendants,No higher education,141766.706,873.0,643.0715457535529
101,1997,Men,50-59,Danish,Higher education,288970.092,4074.0,6117.087915658206
101,1997,Men,50-59,Danish,No higher education,200966.552,14677.0,15326.10783665792
101,1997,Men,50-59,Immigrants and descendants,Higher education,206590.064,547.0,587.1750019900757
101,1997,Men,50-59,Immigrants and descendants,No higher education,160817.098,1325.0,1107.1817040347094
101,1997,Men,50-59,Non-western immigrants and descendants,Higher education,165964.474,244.0,210.4145470681458
101,1997,Men,50-59,Non-western immigrants and descendants,No higher education,144396.326,838.0,628.7398154789431
101,1997,Men,60-65,Danish,Higher education,282943.598,991.0,1456.9489263360267
101,1997,Men,60-65,Danish,No higher education,181076.032,6430.0,6049.824040736797
101,1997,Men,60-65,Immigrants and descendants,Higher education,224551.344,76.0,88.67476627783118
101,1997,Men,60-65,Immigrants and descendants,No higher education,144246.958,482.0,361.26384742407316
101,1997,Men,60-65,Non-western immigrants and descendants,Higher education,,,
101,1997,Men,60-65,Non-western immigrants and descendants,No higher education,133924.863,299.0,208.0669976721831
101,1997,Women,30-39,Danish,Higher education,217973.534,13409.0,15186.963796243279
101,1997,Women,30-39,Danish,No higher education,179262.743,20624.0,19210.281944516897
101,1997,Women,30-39,Immigrants and descendants,Higher education,145112.682,1858.0,1400.947562578265
101,1997,Women,30-39,Immigrants and descendants,No higher education,177475.213,1048.0,966.4286364292951
101,1997,Women,30-39,Non-western immigrants and descendants,Higher education,152421.093,489.0,387.27969903094225
101,1997,Women,30-39,Non-western immigrants and descendants,No higher education,136787.829,1327.0,943.168268338053
101,1997,Women,40-49,Danish,Higher education,233812.749,8052.0,9782.340053248812
101,1997,Women,40-49,Danish,No higher education,195318.066,13264.0,13461.322529547168
101,1997,Women,40-49,Immigrants and descendants,Higher education,196096.093,787.0,801.8894037099581
101,1997,Women,40-49,Immigrants and descendants,No higher education,163110.351,1200.0,1017.0295456080642
101,1997,Women,40-49,Non-western immigrants and descendants,Higher education,203737.267,14953.0,15829.587973557453
101,1997,Women,40-49,Non-western immigrants and descendants,No higher education,146890.465,705.0,538.0882690758879
101,1997,Women,50-59,Danish,Higher education,181141.647,807.0,759.560983757242
101,1997,Women,50-59,Danish,No higher education,263030.26,4590.0,6273.2009737341195
101,1997,Women,50-59,Immigrants and descendants,Higher education,151575.449,317.0,249.665726185342
101,1997,Women,50-59,Immigrants and descendants,No higher education,220593.178,535.0,613.2204942973683
101,1997,Women,50-59,Non-western immigrants and descendants,Higher education,177616.639,277.0,255.64318413655138
101,1997,Women,50-59,Non-western immigrants and descendants,No higher education,182563.26,139.0,131.85572284430128
101,1997,Women,60-65,Danish,Higher education,251378.391,1099.0,1435.4776530045983
101,1997,Women,60-65,Danish,No higher education,174106.821,7709.0,6974.043194975448
101,1997,Women,60-65,Immigrants and descendants,Higher education,233150.594,81.0,98.12786424878544
101,1997,Women,60-65,Immigrants and descendants,No higher education,157226.909,336.0,274.4965910160817
101,1997,Women,60-65,Non-western immigrants and descendants,Higher education,,,
101,1997,Women,60-65,Non-western immigrants and descendants,No higher education,132890.973,71.0,49.02579347379907
101,1998,Men,30-39,Danish,Higher education,242679.627,12857.0,15920.827666059457
101,1998,Men,30-39,Danish,No higher education,190205.976,24101.0,23391.167516639623
101,1998,Men,30-39,Immigrants and descendants,Higher education,176070.442,1559.0,1400.6358829970713
101,1998,Men,30-39,Immigrants and descendants,No higher education,149545.592,2650.0,2022.1444182510281
101,1998,Men,30-39,Non-western immigrants and descendants,Higher education,158267.024,985.0,795.4618306136402
101,1998,Men,30-39,Non-western immigrants and descendants,No higher education,139809.797,1989.0,1418.9433825888618
101,1998,Men,40-49,Danish,Higher education,259358.606,6460.0,8549.207537376644
101,1998,Men,40-49,Danish,No higher education,196655.153,15679.0,15733.174865990059
101,1998,Men,40-49,Immigrants and descendants,Higher education,191320.293,936.0,913.7545757585035
101,1998,Men,40-49,Immigrants and descendants,No higher education,161555.675,1440.0,1187.0728959372989
101,1998,Men,40-49,Non-western immigrants and descendants,Higher education,154230.922,480.0,377.7507810060313
101,1998,Men,40-49,Non-western immigrants and descendants,No higher education,145436.871,931.0,690.902687551664
101,1998,Men,50-59,Danish,Higher education,294523.561,4460.0,6702.666024043515
101,1998,Men,50-59,Danish,No higher education,207700.816,14751.0,15633.360565043015
101,1998,Men,50-59,Immigrants and descendants,Higher education,218935.869,621.0,693.7471279888559
101,1998,Men,50-59,Immigrants and descendants,No higher education,167638.204,1362.0,1165.0452287909868
101,1998,Men,50-59,Non-western immigrants and descendants,Higher education,171547.114,275.0,240.71812320770698
101,1998,Men,50-59,Non-western immigrants and descendants,No higher education,150498.542,859.0,659.6569389319209
101,1998,Men,60-65,Danish,Higher education,289910.577,1053.0,1557.704627973548
101,1998,Men,60-65,Danish,No higher education,186017.299,6295.0,5975.052797788527
101,1998,Men,60-65,Immigrants and descendants,Higher education,242390.498,72.0,89.05140299421363
101,1998,Men,60-65,Immigrants and descendants,No higher education,146213.412,508.0,379.0038335731562
101,1998,Men,60-65,Non-western immigrants and descendants,Higher education,,,
101,1998,Men,60-65,Non-western immigrants and descendants,No higher education,133578.995,309.0,210.61501523130147
101,1998,Women,30-39,Danish,Higher education,224901.336,14190.0,16284.225565318557
101,1998,Women,30-39,Danish,No higher education,185815.327,20380.0,19323.17078580249
101,1998,Women,30-39,Immigrants and descendants,Higher education,150315.177,2089.0,1602.2635436273458
101,1998,Women,30-39,Immigrants and descendants,No higher education,182073.376,1166.0,1083.2723898396757
101,1998,Women,30-39,Non-western immigrants and descendants,Higher education,158476.229,545.0,440.71041037769544
101,1998,Women,30-39,Non-western immigrants and descendants,No higher education,142184.479,1559.0,1131.0739101378726
101,1998,Women,40-49,Danish,Higher education,241636.03,8238.0,10157.250380859075
101,1998,Women,40-49,Danish,No higher education,200770.956,12860.0,13174.51190521385
101,1998,Women,40-49,Immigrants and descendants,Higher education,195687.362,836.0,834.7602007980487
101,1998,Women,40-49,Immigrants and descendants,No higher education,167083.633,1265.0,1078.4924621386074
101,1998,Women,40-49,Non-western immigrants and descendants,Higher education,209746.192,14952.0,16002.434267029974
101,1998,Women,40-49,Non-western immigrants and descendants,No higher education,152402.703,763.0,593.3485513118819
101,1998,Women,50-59,Danish,Higher education,182859.765,847.0,790.3041206410924
101,1998,Women,50-59,Danish,No higher education,271474.872,5041.0,6982.9512993907465
101,1998,Women,50-59,Immigrants and descendants,Higher education,154521.288,366.0,288.5772454459174
101,1998,Women,50-59,Immigrants and descendants,No higher education,228091.184,583.0,678.5310609966425
101,1998,Women,50-59,Non-western immigrants and descendants,Higher education,170685.971,319.0,277.8313114176081
101,1998,Women,50-59,Non-western immigrants and descendants,No higher education,193630.687,162.0,160.05965615528274
101,1998,Women,60-65,Danish,Higher education,260137.959,1182.0,1568.9672694792273
101,1998,Women,60-65,Danish,No higher education,179225.637,7492.0,6851.577587300615
101,1998,Women,60-65,Immigrants and descendants,Higher education,248549.577,101.0,128.09349660165938
101,1998,Women,60-65,Immigrants and descendants,No higher education,166669.992,332.0,282.3502502525794
101,1998,Women,60-65,Non-western immigrants and descendants,Higher education,,,
101,1998,Women,60-65,Non-western immigrants and descendants,No higher education,134554.036,78.0,53.55302538039984
101,1999,Men,30-39,Danish,Higher education,246696.424,13710.0,17003.28267370485
101,1999,Men,30-39,Danish,No higher education,193586.744,23761.0,23124.523661785184
101,1999,Men,30-39,Immigrants and descendants,Higher education,183654.136,1612.0,1488.3265074629867
101,1999,Men,30-39,Immigrants and descendants,No higher education,151493.927,2771.0,2110.3972637407937
101,1999,Men,30-39,Non-western immigrants and descendants,Higher education,165818.827,976.0,813.609708428223
101,1999,Men,30-39,Non-western immigrants and descendants,No higher education,142412.588,2091.0,1497.045077083176
101,1999,Men,40-49,Danish,Higher education,263021.349,6595.0,8720.437355930924
101,1999,Men,40-49,Danish,No higher education,199135.794,15504.0,15521.209311394316
101,1999,Men,40-49,Immigrants and descendants,Higher education,190763.732,1034.0,991.6280767564035
101,1999,Men,40-49,Immigrants and descendants,No higher education,162891.234,1510.0,1236.5370300882287
101,1999,Men,40-49,Non-western immigrants and descendants,Higher education,160172.305,563.0,453.3444321192469
101,1999,Men,40-49,Non-western immigrants and descendants,No higher education,146776.036,1004.0,740.8347291255058
101,1999,Men,50-59,Danish,Higher education,297052.794,4762.0,7111.406404886509
101,1999,Men,50-59,Danish,No higher education,209617.283,14670.0,15459.294380061834
101,1999,Men,50-59,Immigrants and descendants,Higher education,218720.182,648.0,712.5188041927456
101,1999,Men,50-59,Immigrants and descendants,No higher education,171029.839,1371.0,1178.8045610889073
101,1999,Men,50-59,Non-western immigrants and descendants,Higher education,172749.883,291.0,252.72209714199533
