municipality code,year,gender,age,ethnicity,education,number of hospitalizations,number of hospitalizations observations,weighted_hospitalizations_mun,weighted_hosp_gen_mun,weighted_hosp_age_mun,weighted_hosp_eth_mun,weighted_hosp_edu_mun
151,2015,Men,30-39,Non-western immigrants and descendants,No higher education,0.112,269.0,0.0007719388147275103,0.001597285547661966,0.005649353084567786,0.010763844230082172,0.0010382163410179537
151,2015,Men,40-49,Danish,Higher education,0.067,1127.0,0.0019346895897922058,0.004003234015480861,0.010519504040122597,0.002320355233237048,0.007543356643356644
151,2015,Men,40-49,Danish,No higher education,0.157,1813.0,0.007293064131799431,0.015090711483405789,0.03965463917525773,0.008746880953844263,0.009808780454185189
151,2015,Men,40-49,Immigrants and descendants,Higher education,0.063,95.0,0.00015334751082528376,0.00031730463365496766,0.0008337977152410141,0.001622830802603037,0.0005979020979020979
151,2015,Men,40-49,Immigrants and descendants,No higher education,0.168,208.0,0.0008953342386430604,0.0018526137207083024,0.004868208414600167,0.009475054229934924,0.0012041765739687791
151,2015,Men,40-49,Non-western immigrants and descendants,Higher education,0.076,66.0,0.00012851981859642828,0.0002659315024917824,0.0006988018946781833,0.0017920685959271169,0.0005010989010989011
151,2015,Men,40-49,Non-western immigrants and descendants,No higher education,0.178,185.0,0.0008437315842066156,0.0017458381931926624,0.004587628865979381,0.011764916041443372,0.0011347737689100244
151,2015,Men,50-59,Danish,Higher education,0.122,821.0,0.002566348100130672,0.0053102534195737456,0.014974136642248467,0.0030779300596152663,0.010006193806193806
151,2015,Men,50-59,Danish,No higher education,0.228,2077.0,0.012133439237490072,0.025106351394337825,0.07079623262072059,0.014552147993362425,0.016318825597022642
151,2015,Men,50-59,Immigrants and descendants,Higher education,0.116,86.0,0.0002556048066822107,0.00052889407273884,0.001491403797279115,0.002704989154013015,0.0009966033966033968
151,2015,Men,50-59,Immigrants and descendants,No higher education,0.354,161.0,0.0014602987522098951,0.0030216307920687096,0.008520556136941247,0.015453904555314533,0.001964023570763982
151,2015,Men,50-59,Non-western immigrants and descendants,Higher education,0.127,55.0,0.00017896948422967536,0.000370321280882197,0.0010442517566153385,0.0024955341193283317,0.0006978021978021979
151,2015,Men,50-59,Non-western immigrants and descendants,No higher education,0.316,133.0,0.0010768402982397705,0.002228183649665995,0.006283151442667065,0.01501536262951054,0.0014482924980185395
151,2015,Men,60-65,Danish,Higher education,0.437,1091.0,0.012215711394091573,0.025276587848584456,0.037781678421428,0.014650820478151314,0.047629070929070934
151,2015,Men,60-65,Danish,No higher education,0.532,4190.0,0.057113428476261247,0.1181783480012724,0.1766447420556304,0.06849855571261754,0.07681450084427445
151,2015,Men,60-65,Immigrants and descendants,Higher education,0.303,66.0,0.0005123882241410234,0.0010602269112501325,0.0015847531500118868,0.005422451193058568,0.0019978021978021977
151,2015,Men,60-65,Immigrants and descendants,No higher education,0.503,193.0,0.0024873555561249327,0.005146803096172199,0.007693081860686266,0.026322939262472884,0.0033453599365932665
151,2015,Men,60-65,Non-western immigrants and descendants,Higher education,,,,,,,
151,2015,Men,60-65,Non-western immigrants and descendants,No higher education,0.5,120.0,0.0015373184042634964,0.003180998833633761,0.004754734923528014,0.021436227224008574,0.002067610875633206
151,2015,Women,18-29,Danish,Higher education,0.192,245.0,0.0012052576289425811,0.0023325234293648037,0.006524271844660194,0.00144551656321062,0.0046993006993007
151,2015,Women,18-29,Danish,No higher education,0.221,2271.0,0.012859437853903507,0.02488674567362523,0.06961040221914008,0.015422868907872903,0.01729525483304042
151,2015,Women,18-29,Immigrants and descendants,Higher education,0.189,95.0,0.0004600425324758513,0.0008903158625477265,0.0024902912621359223,0.004868492407809111,0.0017937062937062936
151,2015,Women,18-29,Immigrants and descendants,No higher education,0.2,405.0,0.0020753798457557203,0.004016462537809293,0.011234396671289877,0.02196312364425163,0.002791274682104828
151,2015,Women,18-29,Non-western immigrants and descendants,Higher education,0.167,78.0,0.0003337518255656051,0.0006459066792284426,0.0018066574202496534,0.004653804930332262,0.0013012987012987014
151,2015,Women,18-29,Non-western immigrants and descendants,No higher education,0.2,375.0,0.0019216480053293704,0.0037189467942678636,0.010402219140083218,0.02679528403001072,0.0025845135945415077
151,2015,Women,30-39,Danish,Higher education,0.177,894.0,0.004054369827564119,0.00784638270441811,0.029671479467466715,0.004862577592034908,0.015807992007992006
151,2015,Women,30-39,Danish,No higher education,0.269,978.0,0.0067406800071741525,0.013045172807061042,0.04933095818488656,0.00808438325855817,0.009065853406388918
151,2015,Women,30-39,Immigrants and descendants,Higher education,0.181,166.0,0.0007698378129083502,0.0014898596717409628,0.005633977123570224,0.008146963123644251,0.0030015984015984015
151,2015,Women,30-39,Immigrants and descendants,No higher education,0.218,284.0,0.0015863076174126931,0.0030699657856894927,0.011609225576598537,0.016787418655097613,0.002133498742203384
151,2015,Women,30-39,Non-western immigrants and descendants,Higher education,0.184,125.0,0.0005893053883010069,0.0011404770169088114,0.004312769548096756,0.008217220435869954,0.0022977022977022977
151,2015,Women,30-39,Non-western immigrants and descendants,No higher education,0.23,252.0,0.0014850495785185376,0.002874002082610205,0.010868179261203825,0.020707395498392286,0.001997312105861677
151,2015,Women,40-49,Danish,Higher education,0.101,1366.0,0.0035349611827102927,0.006841176178906134,0.019220674282529954,0.004239628787413189,0.013782817182817183
151,2015,Women,40-49,Danish,No higher education,0.222,1654.0,0.009408081170411744,0.018207368473248376,0.051154639175257734,0.011283510540224941,0.012653365036700094
151,2015,Women,40-49,Immigrants and descendants,Higher education,0.045,110.0,0.00012682876835173843,0.000245450488421679,0.000689607132906102,0.0013421908893709329,0.0004945054945054945
151,2015,Women,40-49,Immigrants and descendants,No higher education,0.201,259.0,0.0013338543134592228,0.0025813953488372093,0.0072525773195876286,0.014115780911062907,0.001793962576243151
151,2015,Women,40-49,Non-western immigrants and descendants,Higher education,0.014,73.0,2.6185656819288222e-05,5.067684831655675e-05,0.00014237949289495682,0.0003651304037156127,0.00010209790209790211
151,2015,Women,40-49,Non-western immigrants and descendants,No higher education,0.149,222.0,0.0008475236362704656,0.0016402042941438982,0.004608247422680413,0.011817792068595926,0.0011398738757365863
151,2015,Women,50-59,Danish,Higher education,0.133,1004.0,0.0034213533526352203,0.0066213120444290185,0.01996292420391688,0.004103374101161576,0.013339860139860141
151,2015,Women,50-59,Danish,No higher education,0.228,1930.0,0.011274693176868482,0.021819804631328408,0.06578561817910002,0.013522217442074857,0.015163858161893933
151,2015,Women,50-59,Immigrants and descendants,Higher education,0.298,84.0,0.0006413692382587306,0.0012412356820548421,0.0037422634175512033,0.006787418655097614,0.0025006993006993004
151,2015,Women,50-59,Immigrants and descendants,No higher education,0.171,152.0,0.0006659663327269467,0.0012888382010214708,0.003885782628195545,0.00704772234273319,0.0008956890313243049
151,2015,Women,50-59,Non-western immigrants and descendants,Higher education,0.382,55.0,0.0005383176612262676,0.0010418009619675708,0.0031409777246225144,0.007506252232940336,0.002098901098901099
151,2015,Women,50-59,Non-western immigrants and descendants,No higher education,0.183,131.0,0.0006142355684234799,0.0011887241533197798,0.0035839437883091645,0.008564844587352625,0.0008261139253592473
151,2015,Women,60-65,Danish,Higher education,0.305,1194.0,0.00933075405467729,0.018057718054247038,0.028858863618353273,0.011190768852559768,0.03638061938061938
151,2015,Women,60-65,Danish,No higher education,0.462,5349.0,0.06331799431192191,0.12253870183963901,0.19583469371582535,0.07593995452031221,0.08515930941796754
151,2015,Women,60-65,Immigrants and descendants,Higher education,0.287,94.0,0.0006912295985036767,0.0013377299548767787,0.002137887312782312,0.007315075921908893,0.002695104895104895
151,2015,Women,60-65,Immigrants and descendants,No higher education,0.357,230.0,0.0021038202362345946,0.004071502950364457,0.006506854742848085,0.02226409978308026,0.002829525483304042
151,2015,Women,60-65,Non-western immigrants and descendants,Higher education,,,,,,,
151,2015,Women,60-65,Non-western immigrants and descendants,No higher education,0.272,92.0,0.0006411642624714955,0.0012408389943967869,0.001983041445439417,0.00894033583422651,0.0008623315758640891
151,2016,Men,18-29,Danish,Higher education,0.045,157.0,0.00018133052718032953,0.0003756380263717567,0.0009988689382157499,0.00021796809921944898,0.0006875243285325029
151,2016,Men,18-29,Danish,No higher education,0.075,2538.0,0.004885529490272573,0.010120693321990643,0.026912201328997593,0.005872643692345663,0.006635641079272119
151,2016,Men,18-29,Immigrants and descendants,Higher education,0.048,63.0,7.761408551922386e-05,0.00016078264568268822,0.0004275413544464866,0.0008100723278864185,0.00029427792915531336
151,2016,Men,18-29,Immigrants and descendants,No higher education,0.12,482.0,0.0014845233817565833,0.00307528711186729,0.008177576700127245,0.015494240557192607,0.0020163145785400544
151,2016,Men,18-29,Non-western immigrants and descendants,Higher education,,,,,,,
151,2016,Men,18-29,Non-western immigrants and descendants,No higher education,0.126,437.0,0.0014132231404958677,0.0029275840068056147,0.007784815495546445,0.019553267045454546,0.0019194729136163984
151,2016,Men,30-39,Danish,Higher education,0.082,575.0,0.0012101534828807556,0.002506911952360698,0.00887612951807229,0.001454663252398729,0.004588361230050604
151,2016,Men,30-39,Danish,No higher education,0.112,1242.0,0.0035702479338842975,0.007396001701403658,0.026186746987951807,0.004291611390491469,0.004849194729136164
151,2016,Men,30-39,Immigrants and descendants,Higher education,0.055,128.0,0.00018068887634105027,0.00037430880476393025,0.0013253012048192773,0.0018858826680953659,0.0006850914752822109
151,2016,Men,30-39,Immigrants and descendants,No higher education,0.119,286.0,0.0008735177865612648,0.001809549128030625,0.006407003012048193,0.009117064023573533,0.0011864324060517327
151,2016,Men,30-39,Non-western immigrants and descendants,Higher education,0.072,97.0,0.00017925157846106462,0.00037133134836239896,0.0013147590361445784,0.002480113636363636,0.000679641884001557
151,2016,Men,30-39,Non-western immigrants and descendants,No higher education,0.124,259.0,0.0008242903341717571,0.0017075712462781794,0.006045933734939759,0.011404829545454546,0.0011195705222059541
151,2016,Men,40-49,Danish,Higher education,0.072,1111.0,0.002053077357425183,0.004253083794130157,0.011443776824034333,0.0024678986826273406,0.007784351887894122
151,2016,Men,40-49,Danish,No higher education,0.109,1717.0,0.004803475180945537,0.009950712462781796,0.02677439198855508,0.005774010427914726,0.006524192986125636
151,2016,Men,40-49,Immigrants and descendants,Higher education,0.052,97.0,0.0001294594733329911,0.00026818375159506593,0.0007216022889842632,0.0013511920707206,0.0004908524717789022
151,2016,Men,40-49,Immigrants and descendants,No higher education,0.228,224.0,0.001310815666546892,0.0027154402381965124,0.007306437768240343,0.01368122153763729,0.001780380673499268
151,2016,Men,40-49,Non-western immigrants and descendants,Higher education,0.072,69.0,0.00012750885478158205,0.0002641429179072735,0.0007107296137339056,0.0017642045454545451,0.00048345659789801474
151,2016,Men,40-49,Non-western immigrants and descendants,No higher education,0.251,199.0,0.001281992710846466,0.0026557316035729474,0.007145779685264663,0.017737571022727272,0.0017412326570452484
151,2016,Men,50-59,Danish,Higher education,0.132,876.0,0.0029678147939017504,0.0061480221182475545,0.016640092099582674,0.0035674575016197206,0.011252627481510315
151,2016,Men,50-59,Danish,No higher education,0.187,2131.0,0.010227837380011293,0.021187632922160783,0.05734594905741833,0.01229435720235708,0.013891689325803529
151,2016,Men,50-59,Immigrants and descendants,Higher education,0.137,95.0,0.00033404342692880244,0.0006919927690344534,0.0018729313570297885,0.003486472006429146,0.0012665434021019854
151,2016,Men,50-59,Immigrants and descendants,No higher education,0.252,163.0,0.0010542579949694576,0.0021839642705231816,0.005911066340480645,0.011003482453790516,0.0014319180087847732
151,2016,Men,50-59,Non-western immigrants and descendants,Higher education,0.156,64.0,0.00025624967917458035,0.0005308379413015738,0.0014367534897107496,0.0035454545454545456,0.00097158427403659
151,2016,Men,50-59,Non-western immigrants and descendants,No higher education,0.219,137.0,0.0007700580052358709,0.0015952254359846874,0.004317599654626565,0.010654474431818182,0.0010459108973018196
151,2016,Men,60-65,Danish,Higher education,0.423,1117.0,0.012126969868076586,0.025121809868141217,0.037386532679221395,0.01457720667633357,0.0459800506033476
151,2016,Men,60-65,Danish,No higher education,0.536,4164.0,0.05728412299163287,0.11866780093577202,0.17660262699794274,0.06885829759664333,0.07780464338004603
151,2016,Men,60-65,Immigrants and descendants,Higher education,0.214,70.0,0.0003844771828961552,0.0007964695874096129,0.0011853141319829088,0.004012858290918832,0.001457765667574932
151,2016,Men,60-65,Immigrants and descendants,No higher education,0.555,191.0,0.002720727888712079,0.005636165461505743,0.008387798702326319,0.02839673185105813,0.0036953566199539848
151,2016,Men,60-65,Non-western immigrants and descendants,Higher education,,,,,,,
151,2016,Men,60-65,Non-western immigrants and descendants,No higher education,0.538,119.0,0.0016431908012935683,0.0034039770310506172,0.005065833201455927,0.02273508522727273,0.0022318204001952175
151,2016,Women,18-29,Danish,Higher education,0.167,263.0,0.0011272778604794415,0.002179269623896001,0.006209670578255337,0.0013550427297689199,0.004274133904242897
151,2016,Women,18-29,Danish,No higher education,0.2,2201.0,0.011298187978029875,0.021841818001389304,0.06223667467835431,0.013580970598216766,0.015345464686606709
151,2016,Women,18-29,Immigrants and descendants,Higher education,0.29,93.0,0.0006922129254145064,0.0013381958916344149,0.003813092040152693,0.007224752210018752,0.0026245620864149472
151,2016,Women,18-29,Immigrants and descendants,No higher education,0.191,403.0,0.0019755916020738153,0.003819241837848566,0.010882652339884065,0.02061960889365122,0.002683294987101722
151,2016,Women,18-29,Non-western immigrants and descendants,Higher education,0.357,70.0,0.000641394178943586,0.001239952366775826,0.0035331542485508268,0.008874289772727272,0.0024318801089918255
151,2016,Women,18-29,Non-western immigrants and descendants,No higher education,0.194,366.0,0.0018223910476874905,0.0035230723429592143,0.010038738866110562,0.02521448863636364,0.0024752143902949174
151,2016,Women,30-39,Danish,Higher education,0.192,908.0,0.004474513628663826,0.008650193509973206,0.032819277108433735,0.005378582667448246,0.016965356169715843
151,2016,Women,30-39,Danish,No higher education,0.235,931.0,0.005615343154868846,0.01085566140716483,0.04118693524096385,0.006749915157498534,0.007626891166422645
151,2016,Women,30-39,Immigrants and descendants,Higher education,0.173,191.0,0.0008480827472922334,0.0016395256524759352,0.006220444277108434,0.008851593892311813,0.003215550797975866
151,2016,Women,30-39,Immigrants and descendants,No higher education,0.255,294.0,0.001924182536830758,0.0037198571003274786,0.014113328313253013,0.02008304312885079,0.0026134699853587115
151,2016,Women,30-39,Non-western immigrants and descendants,Higher education,0.187,139.0,0.0006671372106154715,0.0012897191624491417,0.0048932605421686745,0.00923046875,0.0025294861813935383
151,2016,Women,30-39,Non-western immigrants and descendants,No higher education,0.26,262.0,0.0017483702068682306,0.0033799741986702395,0.012823795180722892,0.024190340909090908,0.0023746775430523604
151,2016,Women,40-49,Danish,Higher education,0.093,1354.0,0.0032319182793491092,0.006247990473355166,0.01801459227467811,0.0038849227161941195,0.012253989879330478
151,2016,Women,40-49,Danish,No higher education,0.208,1521.0,0.008119911708844515,0.01569752902649598,0.045260085836909866,0.009760528183136394,0.011028655093076762
151,2016,Women,40-49,Immigrants and descendants,Higher education,0.155,129.0,0.0005131923412555824,0.0009921107472462042,0.0028605150214592273,0.0053562818108759715,0.0019457960295834954
151,2016,Women,40-49,Immigrants and descendants,No higher education,0.228,259.0,0.0015156306144448438,0.0029300387019946415,0.008448068669527896,0.015818912402893116,0.0020585651537335286
151,2016,Women,40-49,Non-western immigrants and descendants,Higher education,0.172,87.0,0.00038406652635901645,0.0007424828818100624,0.002140772532188841,0.005313920454545454,0.001456208641494745
151,2016,Women,40-49,Non-western immigrants and descendants,No higher education,0.206,223.0,0.0011790462501924952,0.0022793490126029573,0.006571959942775394,0.016313210227272727,0.001601408352506449
151,2016,Women,50-59,Danish,Higher education,0.142,1058.0,0.003855962219598583,0.007454401111441897,0.021619801410274857,0.004635053836423657,0.014620085636434408
151,2016,Women,50-59,Danish,No higher education,0.189,1999.0,0.009696909809558032,0.018746204227448646,0.0543691178586847,0.011656156480424522,0.013170571010248901
151,2016,Women,50-59,Immigrants and descendants,Higher education,0.065,77.0,0.00012845849802371542,0.00024833779894809963,0.0007202475176284358,0.0013407447093490492,0.00048705722070844685
151,2016,Women,50-59,Immigrants and descendants,No higher education,0.143,161.0,0.0005909090909090908,0.0011423538751612582,0.003313138581090804,0.006167425663005624,0.0008025866276232308
151,2016,Women,50-59,Non-western immigrants and descendants,Higher education,0.078,51.0,0.00010209948154612187,0.00019738017267043764,0.0005724564685566268,0.0014126420454545455,0.00038711560918645383
151,2016,Women,50-59,Non-western immigrants and descendants,No higher education,0.168,137.0,0.0005907294286740928,0.001142006549568324,0.0033121312419053103,0.008173295454545456,0.0008023426061493412
151,2016,Women,60-65,Danish,Higher education,0.285,1244.0,0.009099635542323289,0.017591545102709136,0.028053489476182938,0.01093820380711443,0.03450175165434021
151,2016,Women,60-65,Danish,No higher education,0.448,5306.0,0.0610104204096299,0.11794621415103702,0.1880905206520019,0.07333748804492025,0.08286578818936066
151,2016,Women,60-65,Immigrants and descendants,Higher education,0.344,93.0,0.0008211077460089317,0.0015873771955939265,0.0025314131982908687,0.008570050897401553,0.0031132736473335923
151,2016,Women,60-65,Immigrants and descendants,No higher education,0.402,234.0,0.0024143524459729997,0.004667460553736231,0.0074432663396106985,0.02519903562818109,0.003279230286550931
151,2016,Women,60-65,Non-western immigrants and descendants,Higher education,,,,,,,
151,2016,Women,60-65,Non-western immigrants and descendants,No higher education,0.39,100.0,0.0010009753092757045,0.0019350997320631141,0.0030859313182465577,0.01384943181818182,0.0013595482116711985
151,2017,Men,18-29,Danish,Higher education,0.068,161.0,0.0002796138325586147,0.0005795352284156478,0.0015288367546432064,0.0003391994051307473,0.0010273059960589285
151,2017,Men,18-29,Danish,No higher education,0.089,2512.0,0.0057099657761659085,0.011834630247207666,0.03122022063957548,0.006926756723261866,0.007845317050917639
151,2017,Men,18-29,Immigrants and descendants,Higher education,0.096,73.0,0.00017898554426112274,0.0003709703033190408,0.0009786342689568498,0.001800154122784485,0.0006575959463263583
151,2017,Men,18-29,Immigrants and descendants,No higher education,0.11,491.0,0.0013794248352658731,0.0028590334021491716,0.007542242703533026,0.01387361931672232,0.001895287223216479
151,2017,Men,18-29,Non-western immigrants and descendants,Higher education,0.118,51.0,0.00015370077131327578,0.0003185643957440051,0.0008403854210305823,0.00201608040201005,0.0005646992587031998
151,2017,Men,18-29,Non-western immigrants and descendants,No higher education,0.113,450.0,0.0012987178832303214,0.002691757979990472,0.007100963552576456,0.017035175879396985,0.0017843983577218656
151,2017,Men,30-39,Danish,Higher education,0.072,594.0,0.0010923021913469887,0.0022639352072415437,0.007991031390134528,0.0013250712603792292,0.004013136905320447
151,2017,Men,30-39,Danish,No higher education,0.098,1247.0,0.003121162588752107,0.006469006405166482,0.02283370702541106,0.0037862808278597104,0.004288381233112258
151,2017,Men,30-39,Immigrants and descendants,Higher education,0.056,144.0,0.00020595596873882618,0.0004268699380657456,0.0015067264573991033,0.0020714102234780374,0.0007566857464577273
151,2017,Men,30-39,Immigrants and descendants,No higher education,0.115,270.0,0.000793022424273382,0.0016436398284897572,0.005801569506726458,0.007975854097097354,0.001089588377723971
151,2017,Men,30-39,Non-western immigrants and descendants,Higher education,0.075,107.0,0.00020495990192572917,0.0004248054629188503,0.001499439461883408,0.002688442211055276,0.0007530261799756028
151,2017,Men,30-39,Non-western immigrants and descendants,No higher education,0.117,247.0,0.0007380855085048782,0.0015297760838494522,0.005399663677130045,0.009681407035175879,0.001014106748078745
151,2017,Men,40-49,Danish,Higher education,0.069,1067.0,0.001880344281554886,0.003897252659996824,0.010776200234192039,0.0022810447391250466,0.006908417002908887
151,2017,Men,40-49,Danish,No higher education,0.135,1616.0,0.005571844511416458,0.01154835636017151,0.031932084309133496,0.006759201883752634,0.007655542688704075
151,2017,Men,40-49,Immigrants and descendants,Higher education,0.037,109.0,0.00010300352454410787,0.0002134879042930496,0.0005903103044496487,0.0010359619830464936,0.0003784367082668668
151,2017,Men,40-49,Immigrants and descendants,No higher education,0.25,240.0,0.0015324104816876948,0.003176115610608226,0.008782201405152224,0.015412278448497303,0.0021054847878724074
151,2017,Men,40-49,Non-western immigrants and descendants,Higher education,0.027,73.0,5.033968432344077e-05,0.00010433539780848022,0.0002884953161592506,0.0006603015075376885,0.00018494885990428826
151,2017,Men,40-49,Non-western immigrants and descendants,No higher education,0.259,216.0,0.0014288195331256068,0.00296141019533111,0.008188524590163934,0.018741708542713568,0.001963154016212233
151,2017,Men,50-59,Danish,Higher education,0.091,926.0,0.002152168360831588,0.004460642634058546,0.01190870548332391,0.0026107943983145372,0.007907103312376842
151,2017,Men,50-59,Danish,No higher education,0.2,2131.0,0.010885222454921593,0.022561007887353768,0.06023176936122104,0.013204858098897014,0.014955960276520337
151,2017,Men,50-59,Immigrants and descendants,Higher education,0.14,93.0,0.0003325330745262298,0.000689217087501985,0.0018400226116449974,0.003344464423323915,0.001221732194801539
151,2017,Men,50-59,Immigrants and descendants,No higher education,0.287,174.0,0.0012754252439086682,0.002643481022709226,0.0070573770491803274,0.012827639352684304,0.0017523949889462047
151,2017,Men,50-59,Non-western immigrants and descendants,Higher education,0.169,65.0,0.0002805588190223221,0.0005814938330421895,0.0015524307518371963,0.003680067001675042,0.0010307778924650466
151,2017,Men,50-59,Non-western immigrants and descendants,No higher education,0.204,147.0,0.0007658987587475098,0.0015874225821819914,0.0042379875635952515,0.010046231155778892,0.0010523212969786291
151,2017,Men,60-65,Danish,Higher education,0.425,1129.0,0.012254814322929969,0.025399661214334866,0.03768357810413885,0.014866309332011402,0.04502439710988083
151,2017,Men,60-65,Danish,No higher education,0.53,4162.0,0.05633804975226031,0.11676777301360436,0.17323961360245033,0.06834366092452597,0.07740674456960382
151,2017,Men,60-65,Immigrants and descendants,Higher education,0.494,77.0,0.0009714971650406089,0.0020135514266052617,0.002987355689939527,0.00977087079373234,0.003569297175565356
151,2017,Men,60-65,Immigrants and descendants,No higher education,0.482,195.0,0.0024005210195637734,0.004975385104017786,0.007381606848346815,0.024143334189571024,0.0032982419202021267
151,2017,Men,60-65,Non-western immigrants and descendants,Higher education,,,,,,,
151,2017,Men,60-65,Non-western immigrants and descendants,No higher education,0.435,124.0,0.0013776370230372376,0.002855327933936795,0.004236236550695044,0.01807035175879397,0.0018928308242972943
151,2017,Women,18-29,Danish,Higher education,0.193,270.0,0.001330898503345763,0.002571682376745793,0.007276916631755341,0.001614512331143884,0.004889743830346251
151,2017,Women,18-29,Danish,No higher education,0.173,2183.0,0.009645476835061551,0.01863786211321127,0.05273830470604664,0.01170092328665262,0.013252587991718426
151,2017,Women,18-29,Immigrants and descendants,Higher education,0.09,111.0,0.0002551463452010012,0.0004930168287025613,0.001395056556346879,0.002566144361674801,0.000937412029651872
151,2017,Women,18-29,Immigrants and descendants,No higher education,0.175,406.0,0.0018146294120651785,0.0035063909588905883,0.00992179863147605,0.018250706396095554,0.0024932449029722425
151,2017,Women,18-29,Non-western immigrants and descendants,Higher education,0.12,83.0,0.0002543801399601573,0.0004915362976854365,0.0013908671973188102,0.003336683417085427,0.0009345969785117763
151,2017,Women,18-29,Non-western immigrants and descendants,No higher education,0.181,370.0,0.0017104254993104153,0.0033050387405616144,0.009352045803658707,0.022435510887772195,0.002350071937396919
151,2017,Women,30-39,Danish,Higher education,0.173,928.0,0.004100321806201154,0.00792301238710951,0.029997010463378177,0.004974098401288883,0.015064652341184197
151,2017,Women,30-39,Danish,No higher education,0.186,892.0,0.004237421463962813,0.008187928737107043,0.031,0.005140413929855,0.005822086535424782
151,2017,Women,30-39,Immigrants and descendants,Higher education,0.175,211.0,0.000943070950605302,0.0018222869269111186,0.006899289985052316,0.009484973028512714,0.003464858778267805
151,2017,Women,30-39,Immigrants and descendants,No higher education,0.149,295.0,0.0011226183787097102,0.0021692246952573655,0.00821281763826607,0.011290778320061649,0.0015424430641821946
151,2017,Women,30-39,Non-western immigrants and descendants,Higher education,0.224,156.0,0.0008924758645349134,0.0017245225287469772,0.006529147982062781,0.011706532663316583,0.003278971567983485
151,2017,Women,30-39,Non-western immigrants and descendants,No higher education,0.165,261.0,0.001099887623231343,0.002125302275082663,0.00804652466367713,0.014427135678391961,0.0015112117064954205
151,2017,Women,40-49,Danish,Higher education,0.094,1346.0,0.0032314450630842317,0.006244090213689977,0.018519320843091335,0.003920064444169042,0.011872384348315662
151,2017,Women,40-49,Danish,No higher education,0.188,1400.0,0.006722173979670021,0.012989192123574989,0.038524590163934426,0.00815466600570083,0.009236059936133629
151,2017,Women,40-49,Immigrants and descendants,Higher education,0.167,150.0,0.0006397813761046126,0.0012362433992992154,0.003666569086651054,0.0064346262522476235,0.0023505677019799195
151,2017,Women,40-49,Immigrants and descendants,No higher education,0.171,275.0,0.001201026715022731,0.002320732369343138,0.006883050351288058,0.01207937323400976,0.0016501737024949997
151,2017,Women,40-49,Non-western immigrants and descendants,Higher education,0.206,102.0,0.0005366501506870307,0.001036963924394216,0.003075526932084309,0.007039195979899497,0.0019716618185230367
151,2017,Women,40-49,Non-western immigrants and descendants,No higher education,0.193,238.0,0.0011731623844307094,0.0022668903913536987,0.006723360655737705,0.015388274706867672,0.0016118889707688528
151,2017,Women,50-59,Danish,Higher education,0.135,1113.0,0.0038375389487664098,0.007415239599269605,0.021234454494064442,0.0046553166439459665,0.014099183635169373
151,2017,Women,50-59,Danish,No higher education,0.213,1997.0,0.01086379424835266,0.020992005132507523,0.0601131995477671,0.013178863551865162,0.014926518580903252
151,2017,Women,50-59,Immigrants and descendants,Higher education,0.093,75.0,0.0001781427184961945,0.00034422346148151804,0.0009857263990955343,0.0017916773696378112,0.0006544993900722529
151,2017,Women,50-59,Immigrants and descendants,No higher education,0.226,164.0,0.0009466210348878787,0.001829146720623797,0.005237987563595252,0.009520678140251733,0.0013006281362950487
151,2017,Women,50-59,Non-western immigrants and descendants,Higher education,0.02,50.0,2.5540174694794915e-05,4.935103390416029e-05,0.00014132278123233464,0.0003350083752093802,9.38350380031904e-05
151,2017,Women,50-59,Non-western immigrants and descendants,No higher education,0.199,141.0,0.0007166317617612506,0.0013847406603168337,0.003965375918598078,0.0094,0.0009846299610485314
151,2017,Women,60-65,Danish,Higher education,0.289,1292.0,0.009536394748940082,0.0184270838474066,0.029324432576769022,0.01156859586070145,0.035036877169935254
151,2017,Women,60-65,Danish,No higher education,0.426,5310.0,0.05777340757010778,0.11163499975324483,0.17765334171051597,0.07008489279960341,0.07937888198757763
151,2017,Women,60-65,Immigrants and descendants,Higher education,0.525,101.0,0.0013542677631915002,0.0026168385727680997,0.004164376030786146,0.013620601078859491,0.004975602890119171
151,2017,Women,60-65,Immigrants and descendants,No higher education,0.494,239.0,0.003015426265515656,0.0058266791689285885,0.009272441686955157,0.030327767788338043,0.004143102782749062
151,2017,Women,60-65,Non-western immigrants and descendants,Higher education,,,,,,,
151,2017,Women,60-65,Non-western immigrants and descendants,No higher education,0.442,104.0,0.0011740307503703324,0.0022685683265064403,0.003610146862483311,0.01539966499162479,0.001613082078815314
151,2018,Men,18-29,Danish,Higher education,0.023,173.0,0.00010110789246328201,0.0002094872064862588,0.0005557262569832402,0.00012392550143266475,0.0003621882395776443
151,2018,Men,18-29,Danish,No higher education,0.09,2466.0,0.005639579204146973,0.011684742550279036,0.030997206703910613,0.006912296000996636,0.007823604060913704
151,2018,Men,18-29,Immigrants and descendants,Higher education,0.0,77.0,0.0,0.0,0.0,0.0,0.0
151,2018,Men,18-29,Immigrants and descendants,No higher education,0.123,513.0,0.001603369416069523,0.003322049068126777,0.008812709497206703,0.015446511627906978,0.002224302030456853
151,2018,Men,18-29,Non-western immigrants and descendants,Higher education,0.0,61.0,0.0,0.0,0.0,0.0,0.0
151,2018,Men,18-29,Non-western immigrants and descendants,No higher education,0.13,470.0,0.0015525740712506988,0.0032168053069390333,0.008533519553072626,0.019329326162606773,0.0021538353073886065
