municipality,municipality code,year,gender,age,ethnicity,education,income,income observations,days in hospital,days in hospital observations,number of hospitalizations,number of hospitalizations observations
Albertslund,165,2012,Men,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,2012,Men,60-65,Non-western immigrants and descendants,No higher education,183642.142,51.0,2.658,158.0,0.519,158.0
Albertslund,165,2012,Women,18-29,Danish,Higher education,,,0.524,105.0,0.238,105.0
Albertslund,165,2012,Women,18-29,Danish,No higher education,,,0.521,1191.0,0.245,1191.0
Albertslund,165,2012,Women,18-29,Immigrants and descendants,Higher education,,,0.42,112.0,0.214,112.0
Albertslund,165,2012,Women,18-29,Immigrants and descendants,No higher education,,,0.257,518.0,0.129,518.0
Albertslund,165,2012,Women,18-29,Non-western immigrants and descendants,Higher education,,,0.47,100.0,0.24,100.0
Albertslund,165,2012,Women,18-29,Non-western immigrants and descendants,No higher education,,,0.223,488.0,0.121,488.0
Albertslund,165,2012,Women,30-39,Danish,Higher education,264540.621,434.0,0.306,441.0,0.15,441.0
Albertslund,165,2012,Women,30-39,Danish,No higher education,210200.639,619.0,0.626,636.0,0.255,636.0
Albertslund,165,2012,Women,30-39,Immigrants and descendants,Higher education,168975.818,320.0,0.457,129.0,0.14,129.0
Albertslund,165,2012,Women,30-39,Immigrants and descendants,No higher education,202500.758,122.0,1.056,337.0,0.282,337.0
Albertslund,165,2012,Women,30-39,Non-western immigrants and descendants,Higher education,198054.98,109.0,0.504,115.0,0.148,115.0
Albertslund,165,2012,Women,30-39,Non-western immigrants and descendants,No higher education,166415.103,302.0,1.097,319.0,0.288,319.0
Albertslund,165,2012,Women,40-49,Danish,Higher education,274279.467,611.0,0.514,628.0,0.134,628.0
Albertslund,165,2012,Women,40-49,Danish,No higher education,239702.152,905.0,0.64,935.0,0.222,935.0
Albertslund,165,2012,Women,40-49,Immigrants and descendants,Higher education,247801.993,54.0,1.036,56.0,0.339,56.0
Albertslund,165,2012,Women,40-49,Immigrants and descendants,No higher education,177868.63,172.0,0.503,173.0,0.208,173.0
Albertslund,165,2012,Women,40-49,Non-western immigrants and descendants,Higher education,275461.75,752.0,,,,
Albertslund,165,2012,Women,40-49,Non-western immigrants and descendants,No higher education,175079.507,159.0,0.456,160.0,0.219,160.0
Albertslund,165,2012,Women,50-59,Danish,Higher education,217947.956,105.0,0.665,553.0,0.192,553.0
Albertslund,165,2012,Women,50-59,Danish,No higher education,326784.726,540.0,1.325,781.0,0.288,781.0
Albertslund,165,2012,Women,50-59,Immigrants and descendants,Higher education,201478.384,86.0,,,,
Albertslund,165,2012,Women,50-59,Immigrants and descendants,No higher education,,,1.125,104.0,0.346,104.0
Albertslund,165,2012,Women,50-59,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,2012,Women,50-59,Non-western immigrants and descendants,No higher education,,,1.224,85.0,0.365,85.0
Albertslund,165,2012,Women,60-65,Danish,Higher education,321799.568,350.0,1.022,783.0,0.203,783.0
Albertslund,165,2012,Women,60-65,Danish,No higher education,251124.476,488.0,2.63,2099.0,0.439,2099.0
Albertslund,165,2012,Women,60-65,Immigrants and descendants,Higher education,,,1.115,61.0,0.148,61.0
Albertslund,165,2012,Women,60-65,Immigrants and descendants,No higher education,,,1.504,117.0,0.35,117.0
Albertslund,165,2012,Women,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,2012,Women,60-65,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,2013,Men,18-29,Danish,Higher education,,,,,,
Albertslund,165,2013,Men,18-29,Danish,No higher education,,,0.237,1490.0,0.101,1490.0
Albertslund,165,2013,Men,18-29,Immigrants and descendants,Higher education,,,0.153,118.0,0.068,118.0
Albertslund,165,2013,Men,18-29,Immigrants and descendants,No higher education,,,0.265,563.0,0.123,563.0
Albertslund,165,2013,Men,18-29,Non-western immigrants and descendants,Higher education,,,0.184,98.0,0.082,98.0
Albertslund,165,2013,Men,18-29,Non-western immigrants and descendants,No higher education,,,0.278,529.0,0.129,529.0
Albertslund,165,2013,Men,30-39,Danish,Higher education,270187.041,280.0,0.324,293.0,0.099,293.0
Albertslund,165,2013,Men,30-39,Danish,No higher education,210818.271,608.0,0.407,637.0,0.144,637.0
Albertslund,165,2013,Men,30-39,Immigrants and descendants,Higher education,207886.174,128.0,0.135,141.0,0.085,141.0
Albertslund,165,2013,Men,30-39,Immigrants and descendants,No higher education,165203.272,296.0,0.433,344.0,0.189,344.0
Albertslund,165,2013,Men,30-39,Non-western immigrants and descendants,Higher education,203461.592,116.0,0.148,128.0,0.094,128.0
Albertslund,165,2013,Men,30-39,Non-western immigrants and descendants,No higher education,165298.654,290.0,0.439,335.0,0.191,335.0
Albertslund,165,2013,Men,40-49,Danish,Higher education,302466.924,394.0,0.203,409.0,0.061,409.0
Albertslund,165,2013,Men,40-49,Danish,No higher education,247962.262,1002.0,0.839,1053.0,0.251,1053.0
Albertslund,165,2013,Men,40-49,Immigrants and descendants,Higher education,216167.712,54.0,0.154,65.0,0.062,65.0
Albertslund,165,2013,Men,40-49,Immigrants and descendants,No higher education,185096.046,184.0,0.428,222.0,0.176,222.0
Albertslund,165,2013,Men,40-49,Non-western immigrants and descendants,Higher education,,,0.172,58.0,0.069,58.0
Albertslund,165,2013,Men,40-49,Non-western immigrants and descendants,No higher education,185621.984,172.0,0.447,208.0,0.178,208.0
Albertslund,165,2013,Men,50-59,Danish,Higher education,357614.641,327.0,0.269,342.0,0.111,342.0
Albertslund,165,2013,Men,50-59,Danish,No higher education,276608.258,885.0,0.996,942.0,0.248,942.0
Albertslund,165,2013,Men,50-59,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,2013,Men,50-59,Immigrants and descendants,No higher education,186955.137,90.0,0.417,108.0,0.167,108.0
Albertslund,165,2013,Men,50-59,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,2013,Men,50-59,Non-western immigrants and descendants,No higher education,184129.18,77.0,0.479,94.0,0.191,94.0
Albertslund,165,2013,Men,60-65,Danish,Higher education,350050.522,227.0,2.287,689.0,0.383,689.0
Albertslund,165,2013,Men,60-65,Danish,No higher education,274782.57,443.0,2.826,1811.0,0.518,1811.0
Albertslund,165,2013,Men,60-65,Immigrants and descendants,Higher education,,,1.382,55.0,0.273,55.0
Albertslund,165,2013,Men,60-65,Immigrants and descendants,No higher education,208548.546,60.0,1.798,208.0,0.433,208.0
Albertslund,165,2013,Men,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,2013,Men,60-65,Non-western immigrants and descendants,No higher education,,,1.747,162.0,0.444,162.0
Albertslund,165,2013,Women,18-29,Danish,Higher education,,,0.204,93.0,0.118,93.0
Albertslund,165,2013,Women,18-29,Danish,No higher education,,,0.372,1208.0,0.195,1208.0
Albertslund,165,2013,Women,18-29,Immigrants and descendants,Higher education,,,0.269,104.0,0.154,104.0
Albertslund,165,2013,Women,18-29,Immigrants and descendants,No higher education,,,0.323,507.0,0.201,507.0
Albertslund,165,2013,Women,18-29,Non-western immigrants and descendants,Higher education,,,0.205,88.0,0.102,88.0
Albertslund,165,2013,Women,18-29,Non-western immigrants and descendants,No higher education,,,0.314,477.0,0.193,477.0
Albertslund,165,2013,Women,30-39,Danish,Higher education,266178.188,417.0,0.225,426.0,0.122,426.0
Albertslund,165,2013,Women,30-39,Danish,No higher education,209182.312,608.0,0.561,622.0,0.246,622.0
Albertslund,165,2013,Women,30-39,Immigrants and descendants,Higher education,165397.023,324.0,0.587,138.0,0.152,138.0
Albertslund,165,2013,Women,30-39,Immigrants and descendants,No higher education,199549.894,131.0,0.695,341.0,0.29,341.0
Albertslund,165,2013,Women,30-39,Non-western immigrants and descendants,Higher education,196691.985,117.0,0.653,124.0,0.169,124.0
Albertslund,165,2013,Women,30-39,Non-western immigrants and descendants,No higher education,163902.341,309.0,0.699,326.0,0.294,326.0
Albertslund,165,2013,Women,40-49,Danish,Higher education,274247.026,600.0,0.462,617.0,0.123,617.0
Albertslund,165,2013,Women,40-49,Danish,No higher education,240152.881,845.0,0.596,874.0,0.206,874.0
Albertslund,165,2013,Women,40-49,Immigrants and descendants,Higher education,236821.24,65.0,0.239,67.0,0.119,67.0
Albertslund,165,2013,Women,40-49,Immigrants and descendants,No higher education,179050.374,186.0,0.473,188.0,0.197,188.0
Albertslund,165,2013,Women,40-49,Non-western immigrants and descendants,Higher education,274426.712,788.0,0.264,53.0,0.132,53.0
Albertslund,165,2013,Women,40-49,Non-western immigrants and descendants,No higher education,177257.718,171.0,0.415,171.0,0.181,171.0
Albertslund,165,2013,Women,50-59,Danish,Higher education,211883.415,112.0,0.538,550.0,0.155,550.0
Albertslund,165,2013,Women,50-59,Danish,No higher education,335667.739,535.0,1.238,810.0,0.311,810.0
Albertslund,165,2013,Women,50-59,Immigrants and descendants,Higher education,195949.506,93.0,,,,
Albertslund,165,2013,Women,50-59,Immigrants and descendants,No higher education,,,1.478,113.0,0.442,113.0
Albertslund,165,2013,Women,50-59,Non-western immigrants and descendants,Higher education,222801.526,52.0,,,,
Albertslund,165,2013,Women,50-59,Non-western immigrants and descendants,No higher education,,,1.681,94.0,0.5,94.0
Albertslund,165,2013,Women,60-65,Danish,Higher education,325228.776,357.0,1.62,835.0,0.303,835.0
Albertslund,165,2013,Women,60-65,Danish,No higher education,252148.968,428.0,2.759,2097.0,0.427,2097.0
Albertslund,165,2013,Women,60-65,Immigrants and descendants,Higher education,,,0.983,60.0,0.283,60.0
Albertslund,165,2013,Women,60-65,Immigrants and descendants,No higher education,,,2.05,119.0,0.294,119.0
Albertslund,165,2013,Women,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,2013,Women,60-65,Non-western immigrants and descendants,No higher education,,,1.804,51.0,0.196,51.0
Albertslund,165,2014,Men,18-29,Danish,Higher education,,,0.136,59.0,0.085,59.0
Albertslund,165,2014,Men,18-29,Danish,No higher education,,,0.181,1478.0,0.089,1478.0
Albertslund,165,2014,Men,18-29,Immigrants and descendants,Higher education,,,0.189,111.0,0.081,111.0
Albertslund,165,2014,Men,18-29,Immigrants and descendants,No higher education,,,0.169,603.0,0.086,603.0
Albertslund,165,2014,Men,18-29,Non-western immigrants and descendants,Higher education,,,0.228,92.0,0.098,92.0
Albertslund,165,2014,Men,18-29,Non-western immigrants and descendants,No higher education,,,0.176,569.0,0.088,569.0
Albertslund,165,2014,Men,30-39,Danish,Higher education,275991.42,275.0,0.288,285.0,0.081,285.0
Albertslund,165,2014,Men,30-39,Danish,No higher education,210267.472,600.0,0.36,620.0,0.129,620.0
Albertslund,165,2014,Men,30-39,Immigrants and descendants,Higher education,218253.723,129.0,0.277,141.0,0.106,141.0
Albertslund,165,2014,Men,30-39,Immigrants and descendants,No higher education,168654.951,291.0,0.578,327.0,0.187,327.0
Albertslund,165,2014,Men,30-39,Non-western immigrants and descendants,Higher education,213693.453,114.0,0.152,125.0,0.096,125.0
Albertslund,165,2014,Men,30-39,Non-western immigrants and descendants,No higher education,168748.129,279.0,0.599,314.0,0.191,314.0
Albertslund,165,2014,Men,40-49,Danish,Higher education,305255.65,395.0,0.699,409.0,0.161,409.0
Albertslund,165,2014,Men,40-49,Danish,No higher education,252339.41,933.0,0.571,982.0,0.197,982.0
Albertslund,165,2014,Men,40-49,Immigrants and descendants,Higher education,214028.488,62.0,0.125,72.0,0.069,72.0
Albertslund,165,2014,Men,40-49,Immigrants and descendants,No higher education,181731.377,210.0,0.379,248.0,0.137,248.0
Albertslund,165,2014,Men,40-49,Non-western immigrants and descendants,Higher education,205710.96,52.0,0.145,62.0,0.081,62.0
Albertslund,165,2014,Men,40-49,Non-western immigrants and descendants,No higher education,180874.741,197.0,0.397,232.0,0.138,232.0
Albertslund,165,2014,Men,50-59,Danish,Higher education,374089.604,309.0,0.625,328.0,0.14,328.0
Albertslund,165,2014,Men,50-59,Danish,No higher education,278472.614,903.0,1.216,957.0,0.255,957.0
Albertslund,165,2014,Men,50-59,Immigrants and descendants,Higher education,,,0.46,50.0,0.26,50.0
Albertslund,165,2014,Men,50-59,Immigrants and descendants,No higher education,194565.845,97.0,1.168,119.0,0.286,119.0
Albertslund,165,2014,Men,50-59,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,2014,Men,50-59,Non-western immigrants and descendants,No higher education,194532.68,88.0,1.229,109.0,0.284,109.0
Albertslund,165,2014,Men,60-65,Danish,Higher education,356509.061,218.0,1.908,704.0,0.436,704.0
Albertslund,165,2014,Men,60-65,Danish,No higher education,279553.79,417.0,3.531,1798.0,0.581,1798.0
Albertslund,165,2014,Men,60-65,Immigrants and descendants,Higher education,,,1.193,57.0,0.456,57.0
Albertslund,165,2014,Men,60-65,Immigrants and descendants,No higher education,201312.852,50.0,1.918,207.0,0.396,207.0
Albertslund,165,2014,Men,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,2014,Men,60-65,Non-western immigrants and descendants,No higher education,,,1.963,161.0,0.398,161.0
Albertslund,165,2014,Women,18-29,Danish,Higher education,,,0.667,114.0,0.254,114.0
Albertslund,165,2014,Women,18-29,Danish,No higher education,,,0.442,1233.0,0.223,1233.0
Albertslund,165,2014,Women,18-29,Immigrants and descendants,Higher education,,,0.29,124.0,0.177,124.0
Albertslund,165,2014,Women,18-29,Immigrants and descendants,No higher education,,,0.397,521.0,0.186,521.0
Albertslund,165,2014,Women,18-29,Non-western immigrants and descendants,Higher education,,,0.323,99.0,0.182,99.0
Albertslund,165,2014,Women,18-29,Non-western immigrants and descendants,No higher education,,,0.409,489.0,0.188,489.0
Albertslund,165,2014,Women,30-39,Danish,Higher education,266790.809,408.0,0.521,413.0,0.206,413.0
Albertslund,165,2014,Women,30-39,Danish,No higher education,210737.484,540.0,0.574,554.0,0.249,554.0
Albertslund,165,2014,Women,30-39,Immigrants and descendants,Higher education,166003.762,309.0,0.247,150.0,0.133,150.0
Albertslund,165,2014,Women,30-39,Immigrants and descendants,No higher education,213871.844,141.0,0.837,326.0,0.294,326.0
Albertslund,165,2014,Women,30-39,Non-western immigrants and descendants,Higher education,214574.286,123.0,0.254,130.0,0.131,130.0
Albertslund,165,2014,Women,30-39,Non-western immigrants and descendants,No higher education,164731.42,293.0,0.874,309.0,0.301,309.0
Albertslund,165,2014,Women,40-49,Danish,Higher education,286590.45,592.0,0.368,606.0,0.144,606.0
Albertslund,165,2014,Women,40-49,Danish,No higher education,246712.246,820.0,0.601,844.0,0.251,844.0
Albertslund,165,2014,Women,40-49,Immigrants and descendants,Higher education,248036.293,64.0,0.284,67.0,0.09,67.0
Albertslund,165,2014,Women,40-49,Immigrants and descendants,No higher education,185539.081,206.0,0.584,209.0,0.23,209.0
Albertslund,165,2014,Women,40-49,Non-western immigrants and descendants,Higher education,275461.46,801.0,0.315,54.0,0.074,54.0
Albertslund,165,2014,Women,40-49,Non-western immigrants and descendants,No higher education,184171.265,193.0,0.59,195.0,0.231,195.0
Albertslund,165,2014,Women,50-59,Danish,Higher education,216268.652,113.0,0.914,555.0,0.227,555.0
Albertslund,165,2014,Women,50-59,Danish,No higher education,336910.227,538.0,1.532,825.0,0.33,825.0
Albertslund,165,2014,Women,50-59,Immigrants and descendants,Higher education,201245.623,94.0,,,,
Albertslund,165,2014,Women,50-59,Immigrants and descendants,No higher education,,,0.42,112.0,0.161,112.0
Albertslund,165,2014,Women,50-59,Non-western immigrants and descendants,Higher education,230235.954,52.0,,,,
Albertslund,165,2014,Women,50-59,Non-western immigrants and descendants,No higher education,,,0.344,93.0,0.129,93.0
Albertslund,165,2014,Women,60-65,Danish,Higher education,328971.335,349.0,1.435,863.0,0.3,863.0
Albertslund,165,2014,Women,60-65,Danish,No higher education,260244.834,398.0,2.703,2105.0,0.491,2105.0
Albertslund,165,2014,Women,60-65,Immigrants and descendants,Higher education,,,1.515,66.0,0.409,66.0
Albertslund,165,2014,Women,60-65,Immigrants and descendants,No higher education,197141.52,50.0,2.016,126.0,0.413,126.0
Albertslund,165,2014,Women,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,2014,Women,60-65,Non-western immigrants and descendants,No higher education,,,1.5,58.0,0.414,58.0
Albertslund,165,2015,Men,18-29,Danish,Higher education,,,0.063,79.0,0.025,79.0
Albertslund,165,2015,Men,18-29,Danish,No higher education,,,0.17,1472.0,0.082,1472.0
Albertslund,165,2015,Men,18-29,Immigrants and descendants,Higher education,,,0.06,117.0,0.043,117.0
Albertslund,165,2015,Men,18-29,Immigrants and descendants,No higher education,,,0.193,600.0,0.107,600.0
Albertslund,165,2015,Men,18-29,Non-western immigrants and descendants,Higher education,,,0.071,98.0,0.051,98.0
Albertslund,165,2015,Men,18-29,Non-western immigrants and descendants,No higher education,,,0.204,569.0,0.112,569.0
Albertslund,165,2015,Men,30-39,Danish,Higher education,272285.626,264.0,0.226,270.0,0.096,270.0
Albertslund,165,2015,Men,30-39,Danish,No higher education,211002.028,590.0,0.337,611.0,0.146,611.0
Albertslund,165,2015,Men,30-39,Immigrants and descendants,Higher education,219675.353,137.0,0.359,145.0,0.097,145.0
Albertslund,165,2015,Men,30-39,Immigrants and descendants,No higher education,169511.898,301.0,0.342,336.0,0.158,336.0
Albertslund,165,2015,Men,30-39,Non-western immigrants and descendants,Higher education,220167.088,119.0,0.416,125.0,0.112,125.0
Albertslund,165,2015,Men,30-39,Non-western immigrants and descendants,No higher education,168717.511,289.0,0.301,322.0,0.158,322.0
Albertslund,165,2015,Men,40-49,Danish,Higher education,313289.457,403.0,0.464,427.0,0.119,427.0
Albertslund,165,2015,Men,40-49,Danish,No higher education,251992.712,913.0,0.561,954.0,0.175,954.0
Albertslund,165,2015,Men,40-49,Immigrants and descendants,Higher education,251733.983,76.0,0.524,82.0,0.134,82.0
Albertslund,165,2015,Men,40-49,Immigrants and descendants,No higher education,186238.527,223.0,0.379,261.0,0.184,261.0
Albertslund,165,2015,Men,40-49,Non-western immigrants and descendants,Higher education,245573.294,64.0,0.586,70.0,0.129,70.0
Albertslund,165,2015,Men,40-49,Non-western immigrants and descendants,No higher education,184780.97,209.0,0.402,246.0,0.195,246.0
Albertslund,165,2015,Men,50-59,Danish,Higher education,371330.192,317.0,0.669,335.0,0.173,335.0
Albertslund,165,2015,Men,50-59,Danish,No higher education,288540.459,937.0,0.918,983.0,0.227,983.0
Albertslund,165,2015,Men,50-59,Immigrants and descendants,Higher education,,,0.868,53.0,0.377,53.0
Albertslund,165,2015,Men,50-59,Immigrants and descendants,No higher education,202565.357,106.0,1.046,131.0,0.336,131.0
Albertslund,165,2015,Men,50-59,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,2015,Men,50-59,Non-western immigrants and descendants,No higher education,202386.518,97.0,1.116,121.0,0.355,121.0
Albertslund,165,2015,Men,60-65,Danish,Higher education,364695.113,200.0,2.028,712.0,0.441,712.0
Albertslund,165,2015,Men,60-65,Danish,No higher education,284728.614,432.0,2.625,1813.0,0.536,1813.0
Albertslund,165,2015,Men,60-65,Immigrants and descendants,Higher education,,,1.525,59.0,0.305,59.0
Albertslund,165,2015,Men,60-65,Immigrants and descendants,No higher education,,,2.297,209.0,0.589,209.0
Albertslund,165,2015,Men,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,2015,Men,60-65,Non-western immigrants and descendants,No higher education,,,1.902,164.0,0.518,164.0
Albertslund,165,2015,Women,18-29,Danish,Higher education,,,0.402,122.0,0.197,122.0
Albertslund,165,2015,Women,18-29,Danish,No higher education,,,0.446,1242.0,0.219,1242.0
Albertslund,165,2015,Women,18-29,Immigrants and descendants,Higher education,,,0.255,137.0,0.139,137.0
Albertslund,165,2015,Women,18-29,Immigrants and descendants,No higher education,,,0.331,529.0,0.191,529.0
Albertslund,165,2015,Women,18-29,Non-western immigrants and descendants,Higher education,,,0.299,107.0,0.159,107.0
Albertslund,165,2015,Women,18-29,Non-western immigrants and descendants,No higher education,,,0.331,498.0,0.185,498.0
Albertslund,165,2015,Women,30-39,Danish,Higher education,266283.39,399.0,0.395,408.0,0.196,408.0
Albertslund,165,2015,Women,30-39,Danish,No higher education,213771.768,519.0,1.075,530.0,0.304,530.0
Albertslund,165,2015,Women,30-39,Immigrants and descendants,Higher education,173394.956,292.0,0.339,165.0,0.17,165.0
Albertslund,165,2015,Women,30-39,Immigrants and descendants,No higher education,232424.419,159.0,0.436,305.0,0.216,305.0
Albertslund,165,2015,Women,30-39,Non-western immigrants and descendants,Higher education,234206.501,142.0,0.345,145.0,0.172,145.0
Albertslund,165,2015,Women,30-39,Non-western immigrants and descendants,No higher education,171917.417,274.0,0.401,287.0,0.216,287.0
Albertslund,165,2015,Women,40-49,Danish,Higher education,294786.307,595.0,0.339,607.0,0.147,607.0
Albertslund,165,2015,Women,40-49,Danish,No higher education,251056.437,780.0,0.501,804.0,0.178,804.0
Albertslund,165,2015,Women,40-49,Immigrants and descendants,Higher education,236008.322,69.0,1.097,72.0,0.125,72.0
Albertslund,165,2015,Women,40-49,Immigrants and descendants,No higher education,190074.659,217.0,0.368,223.0,0.197,223.0
Albertslund,165,2015,Women,40-49,Non-western immigrants and descendants,Higher education,276293.045,829.0,1.271,59.0,0.136,59.0
Albertslund,165,2015,Women,40-49,Non-western immigrants and descendants,No higher education,188972.09,205.0,0.367,210.0,0.195,210.0
Albertslund,165,2015,Women,50-59,Danish,Higher education,210504.908,125.0,0.571,543.0,0.203,543.0
Albertslund,165,2015,Women,50-59,Danish,No higher education,342218.034,528.0,1.473,856.0,0.364,856.0
Albertslund,165,2015,Women,50-59,Immigrants and descendants,Higher education,196952.845,107.0,,,,
Albertslund,165,2015,Women,50-59,Immigrants and descendants,No higher education,,,0.5,124.0,0.169,124.0
Albertslund,165,2015,Women,50-59,Non-western immigrants and descendants,Higher education,229105.929,58.0,,,,
Albertslund,165,2015,Women,50-59,Non-western immigrants and descendants,No higher education,,,0.585,106.0,0.198,106.0
Albertslund,165,2015,Women,60-65,Danish,Higher education,331660.984,327.0,1.296,899.0,0.265,899.0
Albertslund,165,2015,Women,60-65,Danish,No higher education,267066.673,389.0,2.468,2099.0,0.479,2099.0
Albertslund,165,2015,Women,60-65,Immigrants and descendants,Higher education,,,2.5,68.0,0.426,68.0
Albertslund,165,2015,Women,60-65,Immigrants and descendants,No higher education,195970.421,53.0,1.977,133.0,0.489,133.0
Albertslund,165,2015,Women,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,2015,Women,60-65,Non-western immigrants and descendants,No higher education,,,1.136,66.0,0.439,66.0
Albertslund,165,2016,Men,18-29,Danish,Higher education,,,0.299,77.0,0.091,77.0
Albertslund,165,2016,Men,18-29,Danish,No higher education,,,0.2,1519.0,0.09,1519.0
Albertslund,165,2016,Men,18-29,Immigrants and descendants,Higher education,,,0.157,121.0,0.05,121.0
Albertslund,165,2016,Men,18-29,Immigrants and descendants,No higher education,,,0.179,597.0,0.087,597.0
Albertslund,165,2016,Men,18-29,Non-western immigrants and descendants,Higher education,,,0.221,86.0,0.07,86.0
Albertslund,165,2016,Men,18-29,Non-western immigrants and descendants,No higher education,,,0.182,554.0,0.087,554.0
Albertslund,165,2016,Men,30-39,Danish,Higher education,280566.49,266.0,0.161,274.0,0.077,274.0
Albertslund,165,2016,Men,30-39,Danish,No higher education,210319.091,596.0,0.366,617.0,0.115,617.0
Albertslund,165,2016,Men,30-39,Immigrants and descendants,Higher education,237758.828,135.0,0.118,144.0,0.076,144.0
Albertslund,165,2016,Men,30-39,Immigrants and descendants,No higher education,168231.405,296.0,0.264,330.0,0.112,330.0
Albertslund,165,2016,Men,30-39,Non-western immigrants and descendants,Higher education,240178.963,118.0,0.135,126.0,0.087,126.0
Albertslund,165,2016,Men,30-39,Non-western immigrants and descendants,No higher education,167422.836,284.0,0.263,315.0,0.114,315.0
Albertslund,165,2016,Men,40-49,Danish,Higher education,311182.734,421.0,0.24,442.0,0.09,442.0
Albertslund,165,2016,Men,40-49,Danish,No higher education,250983.71,858.0,0.867,896.0,0.208,896.0
Albertslund,165,2016,Men,40-49,Immigrants and descendants,Higher education,237969.967,82.0,0.227,88.0,0.136,88.0
Albertslund,165,2016,Men,40-49,Immigrants and descendants,No higher education,188479.197,229.0,0.383,274.0,0.212,274.0
Albertslund,165,2016,Men,40-49,Non-western immigrants and descendants,Higher education,222822.338,69.0,0.274,73.0,0.164,73.0
Albertslund,165,2016,Men,40-49,Non-western immigrants and descendants,No higher education,188056.416,215.0,0.394,259.0,0.216,259.0
Albertslund,165,2016,Men,50-59,Danish,Higher education,374761.29,321.0,0.524,338.0,0.157,338.0
Albertslund,165,2016,Men,50-59,Danish,No higher education,294199.82,974.0,0.867,1023.0,0.214,1023.0
Albertslund,165,2016,Men,50-59,Immigrants and descendants,Higher education,256051.269,50.0,0.441,59.0,0.203,59.0
Albertslund,165,2016,Men,50-59,Immigrants and descendants,No higher education,200879.426,117.0,0.373,142.0,0.204,142.0
Albertslund,165,2016,Men,50-59,Non-western immigrants and descendants,Higher education,,,0.333,51.0,0.196,51.0
Albertslund,165,2016,Men,50-59,Non-western immigrants and descendants,No higher education,200030.604,108.0,0.394,132.0,0.212,132.0
Albertslund,165,2016,Men,60-65,Danish,Higher education,364429.648,200.0,2.026,734.0,0.466,734.0
Albertslund,165,2016,Men,60-65,Danish,No higher education,283996.735,413.0,2.47,1790.0,0.501,1790.0
Albertslund,165,2016,Men,60-65,Immigrants and descendants,Higher education,,,2.4,60.0,0.583,60.0
Albertslund,165,2016,Men,60-65,Immigrants and descendants,No higher education,,,1.9,211.0,0.54,211.0
Albertslund,165,2016,Men,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,2016,Men,60-65,Non-western immigrants and descendants,No higher education,,,1.798,168.0,0.56,168.0
Albertslund,165,2016,Women,18-29,Danish,Higher education,,,0.455,132.0,0.182,132.0
Albertslund,165,2016,Women,18-29,Danish,No higher education,,,0.621,1240.0,0.19,1240.0
Albertslund,165,2016,Women,18-29,Immigrants and descendants,Higher education,,,1.301,143.0,0.217,143.0
Albertslund,165,2016,Women,18-29,Immigrants and descendants,No higher education,,,0.295,512.0,0.15,512.0
Albertslund,165,2016,Women,18-29,Non-western immigrants and descendants,Higher education,,,1.542,120.0,0.25,120.0
Albertslund,165,2016,Women,18-29,Non-western immigrants and descendants,No higher education,,,0.299,475.0,0.154,475.0
Albertslund,165,2016,Women,30-39,Danish,Higher education,269422.166,396.0,0.681,405.0,0.215,405.0
Albertslund,165,2016,Women,30-39,Danish,No higher education,211538.382,505.0,0.622,518.0,0.216,518.0
Albertslund,165,2016,Women,30-39,Immigrants and descendants,Higher education,172267.474,292.0,0.47,166.0,0.217,166.0
Albertslund,165,2016,Women,30-39,Immigrants and descendants,No higher education,239529.804,161.0,0.894,303.0,0.284,303.0
Albertslund,165,2016,Women,30-39,Non-western immigrants and descendants,Higher education,236772.744,134.0,0.514,138.0,0.225,138.0
Albertslund,165,2016,Women,30-39,Non-western immigrants and descendants,No higher education,172140.83,281.0,0.908,292.0,0.284,292.0
Albertslund,165,2016,Women,40-49,Danish,Higher education,292444.625,600.0,0.277,613.0,0.134,613.0
Albertslund,165,2016,Women,40-49,Danish,No higher education,247203.627,751.0,0.501,771.0,0.178,771.0
Albertslund,165,2016,Women,40-49,Immigrants and descendants,Higher education,243483.04,79.0,0.444,81.0,0.136,81.0
Albertslund,165,2016,Women,40-49,Immigrants and descendants,No higher education,190443.61,237.0,0.413,242.0,0.186,242.0
Albertslund,165,2016,Women,40-49,Non-western immigrants and descendants,Higher education,283754.878,846.0,0.53,66.0,0.152,66.0
Albertslund,165,2016,Women,40-49,Non-western immigrants and descendants,No higher education,188971.939,222.0,0.341,226.0,0.181,226.0
Albertslund,165,2016,Women,50-59,Danish,Higher education,203102.873,128.0,0.869,542.0,0.214,542.0
